,CI YEAR,TSTRING,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LAT,LON,DEPTH,Md,Num P&S with weights > 0.1,max az gap,dist to nearest stn,tt RMS,ERH,ERZ,STRIKE,DIP,RAKE,PLATE DESIGNATION,TEMPLATE EVENT?,datetime
0,1.0,20110726010207.4,2011.0,7.0,26.0,1.0,2.0,7.37,47.3217,-123.2708,41.04,3.39,14.0,166.0,27.4,0.19,0.8,1.2,,,,Interface,Catalog,2011-07-26 01:02:07+00:00
1,1.0,20110726010207.7,2011.0,7.0,26.0,1.0,2.0,7.72,44.2888,-124.334,2.49,2.86,4.0,332.0,163.8,0.06,13.1,3.2,,,,Upper Plate,,2011-07-26 01:02:07+00:00
2,1.0,20110726010208.6,2011.0,7.0,26.0,1.0,2.0,8.56,44.3017,-124.318,3.86,2.98,5.0,316.0,131.1,0.5,35.4,22.2,,,,Upper Plate,,2011-07-26 01:02:08+00:00
3,1.0,20110726095027.6,2011.0,7.0,26.0,9.0,50.0,27.63,48.3032,-124.9157,8.38,2.36,8.0,199.0,46.1,0.94,4.0,6.9,,,,Upper Plate,T,2011-07-26 09:50:27+00:00
4,1.0,20110727144401.4,2011.0,7.0,27.0,14.0,44.0,1.36,48.199,-124.5157,30.37,3.05,15.0,132.0,28.2,0.26,1.2,2.1,,,,Interface,T,2011-07-27 14:44:01+00:00
5,1.0,20110803081449.1,2011.0,8.0,3.0,8.0,14.0,49.15,45.2622,-122.938,9.47,3.01,10.0,247.0,26.2,0.13,1.3,1.2,,,,Upper Plate,Catalog,2011-08-03 08:14:49+00:00
6,1.0,20110803090133.8,2011.0,8.0,3.0,9.0,1.0,33.81,48.4252,-124.6278,11.33,2.44,29.0,135.0,14.2,0.69,1.3,2.5,,,,Upper Plate,T,2011-08-03 09:01:33+00:00
7,1.0,20110803091559.8,2011.0,8.0,3.0,9.0,15.0,59.82,48.4302,-124.6147,10.72,2.36,26.0,129.0,14.7,0.62,1.2,2.2,,,,Upper Plate,T,2011-08-03 09:15:59+00:00
8,1.0,20110803092958.9,2011.0,8.0,3.0,9.0,29.0,58.95,48.3677,-124.3603,2.1,2.0,6.0,194.0,21.1,0.16,0.8,1.7,,,,Upper Plate,T,2011-08-03 09:29:58+00:00
9,1.0,20110803095227.5,2011.0,8.0,3.0,9.0,52.0,27.53,48.3728,-124.6142,27.93,2.66,13.0,130.0,8.4,0.32,1.3,2.0,264.41,62.97,-30.68,Interface,T,2011-08-03 09:52:27+00:00
10,1.0,20110803231548.8,2011.0,8.0,3.0,23.0,15.0,48.8,45.0547,-122.5383,12.49,3.19,10.0,278.0,59.7,0.16,1.3,2.0,,,,Upper Plate,Catalog,2011-08-03 23:15:48+00:00
11,1.0,20110806070616.3,2011.0,8.0,6.0,7.0,6.0,16.26,45.1463,-122.8637,21.74,2.77,10.0,251.0,32.3,0.09,1.1,2.2,,,,Upper Plate,Catalog,2011-08-06 07:06:16+00:00
12,1.0,20110811165433.9,2011.0,8.0,11.0,16.0,54.0,33.92,48.1492,-124.4043,25.42,2.77,19.0,107.0,23.3,0.19,0.6,1.9,,,,Interface,T,2011-08-11 16:54:33+00:00
13,1.0,20110813005507.0,2011.0,8.0,13.0,0.0,55.0,6.98,48.864,-125.1502,10.82,2.49,18.0,133.0,3.3,0.35,0.7,1.1,,,,Upper Plate,T,2011-08-13 00:55:07+00:00
14,1.0,20110818093031.8,2011.0,8.0,18.0,9.0,30.0,31.77,48.511,-124.9895,7.65,2.14,11.0,193.0,35.9,0.29,1.2,2.5,,,,Upper Plate,T,2011-08-18 09:30:31+00:00
15,1.0,20110818095725.4,2011.0,8.0,18.0,9.0,57.0,25.4,48.5065,-124.9943,5.59,2.84,29.0,173.0,35.8,0.47,0.9,1.5,,,,Upper Plate,T,2011-08-18 09:57:25+00:00
16,1.0,20110818112823.1,2011.0,8.0,18.0,11.0,28.0,23.09,48.5125,-124.9623,7.62,2.64,10.0,187.0,34.5,0.42,1.4,2.5,,,,Upper Plate,T,2011-08-18 11:28:23+00:00
17,1.0,20110826133151.7,2011.0,8.0,26.0,13.0,31.0,51.73,48.8298,-125.146,29.27,2.7,15.0,182.0,1.0,0.17,0.7,1.1,,,,Interface,T,2011-08-26 13:31:51+00:00
18,1.0,20110901000143.1,2011.0,9.0,1.0,0.0,1.0,43.06,48.1225,-125.1457,7.83,2.23,8.0,231.0,43.3,0.33,1.6,2.9,,,,Upper Plate,,2011-09-01 00:01:43+00:00
19,1.0,20110905101315.8,2011.0,9.0,5.0,10.0,13.0,15.76,48.3985,-123.4817,3.84,2.61,13.0,179.0,28.0,0.16,0.7,1.9,,,,Upper Plate,,2011-09-05 10:13:15+00:00
20,1.0,20110906022046.4,2011.0,9.0,6.0,2.0,20.0,46.35,48.2018,-123.1242,35.67,3.74,20.0,272.0,61.0,0.25,1.3,2.8,,,,Interface,Catalog,2011-09-06 02:20:46+00:00
21,1.0,20110906180351.2,2011.0,9.0,6.0,18.0,3.0,51.16,48.7638,-125.4022,27.33,2.64,11.0,211.0,21.2,0.18,1.7,1.2,,,,Interface,,2011-09-06 18:03:51+00:00
22,1.0,20110906195034.9,2011.0,9.0,6.0,19.0,50.0,34.87,48.8523,-125.4983,18.26,2.72,15.0,182.0,12.0,0.29,1.5,0.9,,,,Interface,,2011-09-06 19:50:34+00:00
23,1.0,20110908091810.0,2011.0,9.0,8.0,9.0,18.0,9.98,48.6013,-123.0902,7.43,2.64,10.0,251.0,27.2,0.15,1.0,1.0,,,,Upper Plate,Catalog,2011-09-08 09:18:10+00:00
24,1.0,20110909142232.9,2011.0,9.0,9.0,14.0,22.0,32.95,48.4417,-124.9663,10.38,2.56,11.0,205.0,29.9,0.2,1.0,1.5,,,,Upper Plate,Catalog,2011-09-09 14:22:32+00:00
25,1.0,20110912235914.0,2011.0,9.0,12.0,23.0,59.0,14.03,48.9522,-123.6385,13.48,1.79,8.0,285.0,5.8,0.08,1.2,0.5,,,,Upper Plate,,2011-09-12 23:59:14+00:00
26,1.0,20110916084516.1,2011.0,9.0,16.0,8.0,45.0,16.09,48.6665,-125.7807,11.37,2.88,14.0,251.0,38.9,0.35,1.3,1.6,,,,Interface,,2011-09-16 08:45:16+00:00
27,1.0,20110928194054.8,2011.0,9.0,28.0,19.0,40.0,54.76,48.2458,-122.9215,2.54,3.1,11.0,285.0,75.5,0.24,2.7,2.5,,,,Upper Plate,Catalog,2011-09-28 19:40:54+00:00
28,1.0,20110928234612.8,2011.0,9.0,28.0,23.0,46.0,12.82,49.1122,-127.7793,6.64,3.58,12.0,342.0,168.0,0.23,16.0,15.9,,,,Slab,,2011-09-28 23:46:12+00:00
29,1.0,20110929123129.1,2011.0,9.0,29.0,12.0,31.0,29.1,48.8367,-125.533,30.58,2.47,10.0,209.0,14.0,0.13,1.9,1.2,,,,Interface,,2011-09-29 12:31:29+00:00
30,1.0,20111002155913.2,2011.0,10.0,2.0,15.0,59.0,13.24,47.692,-123.5075,16.89,2.95,12.0,130.0,36.0,0.37,0.8,1.9,234.86,42.27,67.37,Upper Plate,Catalog,2011-10-02 15:59:13+00:00
31,1.0,20111003005212.2,2011.0,10.0,3.0,0.0,52.0,12.19,45.2267,-123.86,2.26,3.05,11.0,147.0,46.8,0.44,1.4,4.8,,,,Upper Plate,T,2011-10-03 00:52:12+00:00
32,1.0,20111004075205.1,2011.0,10.0,4.0,7.0,52.0,5.08,47.5742,-124.141,22.18,2.05,7.0,172.0,18.1,0.07,1.5,1.1,,,,Interface,,2011-10-04 07:52:05+00:00
33,1.0,20111005195448.9,2011.0,10.0,5.0,19.0,54.0,48.88,49.207,-123.8805,0.22,2.93,5.0,336.0,81.7,0.37,10.2,4.6,,,,Upper Plate,,2011-10-05 19:54:48+00:00
34,1.0,20111006062614.5,2011.0,10.0,6.0,6.0,26.0,14.48,48.3158,-124.9397,0.04,2.07,11.0,237.0,23.4,0.68,5.2,10.9,,,,Upper Plate,,2011-10-06 06:26:14+00:00
35,1.0,20111008035555.5,2011.0,10.0,8.0,3.0,55.0,55.47,49.0187,-125.7278,18.7,2.18,12.0,194.0,18.4,0.41,3.0,1.6,,,,Interface,,2011-10-08 03:55:55+00:00
36,1.0,20111008093619.8,2011.0,10.0,8.0,9.0,36.0,19.76,48.8217,-125.2618,30.75,2.92,16.0,192.0,9.4,0.29,1.5,1.2,,,,Interface,T,2011-10-08 09:36:19+00:00
37,1.0,20111013023641.6,2011.0,10.0,13.0,2.0,36.0,41.58,48.265,-125.0263,5.1,2.3,11.0,241.0,30.0,0.3,1.8,2.8,,,,Upper Plate,,2011-10-13 02:36:41+00:00
38,1.0,20111014074048.1,2011.0,10.0,14.0,7.0,40.0,48.13,48.8245,-125.1752,11.16,2.5,17.0,186.0,3.2,0.16,0.7,0.7,,,,Upper Plate,T,2011-10-14 07:40:48+00:00
39,1.0,20111016032023.3,2011.0,10.0,16.0,3.0,20.0,23.34,47.907,-124.9047,13.24,2.48,17.0,256.0,24.6,0.16,1.1,1.2,,,,Interface,T,2011-10-16 03:20:23+00:00
40,1.0,20111018231613.1,2011.0,10.0,18.0,23.0,16.0,13.08,47.2578,-124.1437,20.54,2.28,11.0,129.0,25.5,0.17,0.6,1.2,,,,Interface,T,2011-10-18 23:16:13+00:00
41,1.0,20111021105858.6,2011.0,10.0,21.0,10.0,58.0,58.61,47.907,-124.2907,39.83,2.75,25.0,81.0,8.4,0.18,0.5,0.7,,,,Slab,Catalog,2011-10-21 10:58:58+00:00
42,1.0,20111024184524.4,2011.0,10.0,24.0,18.0,45.0,24.41,45.2903,-124.1525,19.35,2.75,16.0,80.0,38.7,0.77,1.6,3.0,351.03,74.61,-24.57,Interface,,2011-10-24 18:45:24+00:00
43,1.0,20111025130847.3,2011.0,10.0,25.0,13.0,8.0,47.27,49.061,-125.6342,16.23,2.14,8.0,95.0,15.2,0.16,0.6,1.2,,,,Interface,,2011-10-25 13:08:47+00:00
44,1.0,20111026022113.6,2011.0,10.0,26.0,2.0,21.0,13.64,47.969,-124.5618,25.11,2.03,13.0,94.0,2.4,0.36,1.1,1.5,,,,Interface,,2011-10-26 02:21:13+00:00
45,1.0,20111027102606.9,2011.0,10.0,27.0,10.0,26.0,6.92,48.9872,-122.3613,7.24,3.52,9.0,341.0,163.9,0.79,37.2,54.9,,,,Upper Plate,Catalog,2011-10-27 10:26:06+00:00
46,1.0,20111101005353.6,2011.0,11.0,1.0,0.0,53.0,53.55,48.47,-124.9198,17.23,2.27,7.0,297.0,37.2,0.08,1.5,11.9,,,,Upper Plate,,2011-11-01 00:53:53+00:00
47,1.0,20111102112650.0,2011.0,11.0,2.0,11.0,26.0,50.0,48.1653,-124.4115,6.62,1.75,8.0,199.0,21.7,0.25,1.2,1.7,,,,Upper Plate,,2011-11-02 11:26:50+00:00
48,1.0,20111105022131.4,2011.0,11.0,5.0,2.0,21.0,31.42,48.321,-125.1162,4.23,2.07,6.0,292.0,36.5,0.43,3.5,36.8,,,,Undef,,2011-11-05 02:21:31+00:00
49,1.0,20111111224622.2,2011.0,11.0,11.0,22.0,46.0,22.17,45.4238,-122.8172,26.36,3.57,7.0,268.0,42.2,0.11,2.6,4.1,,,,Upper Plate,Catalog,2011-11-11 22:46:22+00:00
50,1.0,20111113133715.1,2011.0,11.0,13.0,13.0,37.0,15.06,48.0335,-124.6233,26.42,2.03,7.0,217.0,10.5,0.05,1.5,1.7,,,,Interface,,2011-11-13 13:37:15+00:00
51,1.0,20111114054739.8,2011.0,11.0,14.0,5.0,47.0,39.77,44.0427,-124.614,17.08,2.82,7.0,208.0,24.1,0.17,4.5,6.7,,,,Interface,,2011-11-14 05:47:39+00:00
52,1.0,20111114091618.1,2011.0,11.0,14.0,9.0,16.0,18.05,44.0427,-124.6118,16.66,2.7,8.0,208.0,24.2,0.17,6.4,10.1,,,,Interface,,2011-11-14 09:16:18+00:00
53,1.0,20111115212806.4,2011.0,11.0,15.0,21.0,28.0,6.44,48.8057,-125.1362,28.07,2.57,11.0,188.0,3.3,0.15,1.2,0.9,,,,Interface,T,2011-11-15 21:28:06+00:00
54,1.0,20111116201053.1,2011.0,11.0,16.0,20.0,10.0,53.11,48.7402,-125.0065,29.67,3.12,14.0,118.0,14.2,0.38,1.5,2.8,,,,Interface,,2011-11-16 20:10:53+00:00
55,1.0,20111118081829.8,2011.0,11.0,18.0,8.0,18.0,29.84,47.6742,-123.3702,0.88,2.83,7.0,314.0,126.3,0.54,24.6,13.2,,,,Upper Plate,Catalog,2011-11-18 08:18:29+00:00
56,1.0,20111119074009.4,2011.0,11.0,19.0,7.0,40.0,9.38,48.3185,-125.0782,0.14,2.16,11.0,265.0,33.7,0.54,5.3,7.6,,,,Upper Plate,,2011-11-19 07:40:09+00:00
57,1.0,20111120174147.2,2011.0,11.0,20.0,17.0,41.0,47.22,44.5502,-123.3925,18.31,2.56,7.0,225.0,8.0,0.08,0.9,1.1,,,,Upper Plate,Catalog,2011-11-20 17:41:47+00:00
58,1.0,20111121044912.2,2011.0,11.0,21.0,4.0,49.0,12.2,44.439,-124.544,3.43,2.3,7.0,129.0,7.2,0.08,0.7,1.2,,,,Upper Plate,,2011-11-21 04:49:12+00:00
59,1.0,20111122154130.3,2011.0,11.0,22.0,15.0,41.0,30.29,48.882,-125.1092,34.55,3.22,9.0,138.0,5.5,0.15,1.0,1.3,,,,Interface,,2011-11-22 15:41:30+00:00
60,1.0,20111128002712.9,2011.0,11.0,28.0,0.0,27.0,12.93,44.4158,-124.4907,22.03,2.74,11.0,102.0,12.2,0.27,0.8,0.7,,,,Interface,,2011-11-28 00:27:12+00:00
61,1.0,20111129005130.1,2011.0,11.0,29.0,0.0,51.0,30.05,44.6093,-124.309,16.61,2.35,14.0,101.0,29.1,0.27,0.7,1.2,,,,Interface,,2011-11-29 00:51:30+00:00
62,1.0,20111130133808.4,2011.0,11.0,30.0,13.0,38.0,8.36,45.6847,-122.7952,5.61,2.69,4.0,332.0,47.3,0.15,10.3,14.5,,,,Upper Plate,Catalog,2011-11-30 13:38:08+00:00
63,1.0,20111130192819.1,2011.0,11.0,30.0,19.0,28.0,19.08,47.9262,-124.2515,22.64,1.98,15.0,108.0,10.8,0.23,0.9,1.6,240.73,67.18,15.72,Interface,,2011-11-30 19:28:19+00:00
64,1.0,20111203180311.9,2011.0,12.0,3.0,18.0,3.0,11.95,46.7255,-123.9598,14.4,2.59,8.0,112.0,35.9,0.13,0.9,4.5,,,,Upper Plate,T,2011-12-03 18:03:11+00:00
65,1.0,20111205143906.1,2011.0,12.0,5.0,14.0,39.0,6.05,48.0823,-124.3077,22.6,3.37,25.0,79.0,17.8,0.25,0.4,0.9,92.97,64.63,-15.31,Interface,T,2011-12-05 14:39:06+00:00
66,1.0,20111207023151.8,2011.0,12.0,7.0,2.0,31.0,51.77,48.1385,-124.6037,15.08,1.95,6.0,183.0,17.8,0.11,3.1,1.8,,,,Upper Plate,,2011-12-07 02:31:51+00:00
67,1.0,20111220000021.4,2011.0,12.0,20.0,0.0,0.0,21.35,44.6667,-124.2867,18.61,2.81,19.0,78.0,34.2,0.39,0.7,1.1,,,,Interface,T,2011-12-20 00:00:21+00:00
68,1.0,20111228142439.2,2011.0,12.0,28.0,14.0,24.0,39.17,45.4387,-123.82,14.61,2.48,10.0,170.0,25.5,0.16,0.7,1.0,,,,Upper Plate,T,2011-12-28 14:24:39+00:00
